Journal name,URL,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of Citable OA
SENSORS AND ACTUATORS B-CHEMICAL,https://www.sciencedirect.com/journal/sensors-and-actuators-b-chemical,SENSOR ACTUAT B-CHEM,ELSEVIER SCIENCE SA,,0925-4005,ELECTROCHEMISTRY,SCIE,"119,645",8,Q1,1.88,4.69%
SEPARATION AND PURIFICATION REVIEWS,https://www.tandfonline.com/journals/lspr20,SEP PURIF REV,TAYLOR & FRANCIS INC,1542-2119,1542-2127,"ENGINEERING, CHEMICAL",SCIE,"1,486",5.2,Q1,0.77,6.25%
SEPARATION AND PURIFICATION TECHNOLOGY,https://www.sciencedirect.com/journal/separation-and-purification-technology,SEP PURIF TECHNOL,ELSEVIER,1383-5866,1873-3794,"ENGINEERING, CHEMICAL",SCIE,"89,528",8.2,Q1,1.35,4.79%
SERVICE INDUSTRIES JOURNAL,https://www.tandfonline.com/journals/fsij20,SERV IND J,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0264-2069,1743-9507,MANAGEMENT,SSCI,"4,544",7.4,Q1,2.01,6.86%
SEX ROLES,https://link.springer.com/journal/11199,SEX ROLES,SPRINGER/PLENUM PUBLISHERS,0360-0025,1573-2762,WOMENS STUDIES,SSCI,"10,347",3,Q1,1.3,27.40%
SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT,https://findahelpline.com/countries/cn/topics/sexual-abuse,SEX ABUSE-J RES TR,SAGE PUBLICATIONS INC,1079-0632,1573-286X,CRIMINOLOGY & PENOLOGY,SSCI,"1,786",2.1,Q1,0.89,31.45%
SHOCK,https://gshock.casio.com/europe/,SHOCK,LIPPINCOTT WILLIAMS & WILKINS,1073-2322,1540-0514,SURGERY,SCIE,"8,254",2.7,Q1,0.96,17.66%
SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS,https://www.siam.org/publications/siam-journals/siam-journal-on-applied-dynamical-systems/,SIAM J APPL DYN SYST,SIAM PUBLICATIONS,1536-0040,,"MATHEMATICS, APPLIED",SCIE,"2,691",1.7,Q1,0.93,1.12%
SIAM JOURNAL ON APPLIED MATHEMATICS,https://www.siam.org/publications/siam-journals/siam-journal-on-applied-mathematics/,SIAM J APPL MATH,SIAM PUBLICATIONS,0036-1399,1095-712X,"MATHEMATICS, APPLIED",SCIE,"7,719",1.9,Q1,1.13,0.96%
SIAM JOURNAL ON CONTROL AND OPTIMIZATION,https://www.siam.org/publications/siam-journals/siam-journal-on-control-and-optimization/,SIAM J CONTROL OPTIM,SIAM PUBLICATIONS,0363-0129,1095-7138,"MATHEMATICS, APPLIED",SCIE,"10,043",2.2,Q1,0.82,0.41%
SIAM JOURNAL ON MATHEMATICAL ANALYSIS,https://www.siam.org/publications/siam-journals/siam-journal-on-mathematical-analysis/,SIAM J MATH ANAL,SIAM PUBLICATIONS,0036-1410,1095-7154,"MATHEMATICS, APPLIED",SCIE,"8,755",2.2,Q1,1.17,0.47%
SIAM JOURNAL ON NUMERICAL ANALYSIS,https://www.siam.org/publications/siam-journals/siam-journal-on-numerical-analysis/,SIAM J NUMER ANAL,SIAM PUBLICATIONS,0036-1429,1095-7170,"MATHEMATICS, APPLIED",SCIE,"14,197",2.8,Q1,1.53,0.58%
SIAM JOURNAL ON OPTIMIZATION,https://www.siam.org/publications/siam-journals/siam-journal-on-optimization/,SIAM J OPTIMIZ,SIAM PUBLICATIONS,1052-6234,1095-7189,"MATHEMATICS, APPLIED",SCIE,"9,340",2.6,Q1,1.6,0.58%
SIAM JOURNAL ON SCIENTIFIC COMPUTING,https://www.siam.org/publications/siam-journals/siam-journal-on-scientific-computing/,SIAM J SCI COMPUT,SIAM PUBLICATIONS,1064-8275,1095-7197,"MATHEMATICS, APPLIED",SCIE,"16,272",3,Q1,1.57,1.36%
SIAM Journal on Imaging Sciences,https://www.siam.org/publications/siam-journals/siam-journal-on-imaging-sciences/,SIAM J IMAGING SCI,SIAM PUBLICATIONS,1936-4954,1936-4954,"MATHEMATICS, APPLIED",SCIE,"3,798",2.1,Q1,0.66,1.97%
SIAM Journal on Mathematics of Data Science,https://research.com/journal/siam-journal-on-mathematics-of-data-science-1,SIAM J MATH DATA SCI,SIAM PUBLICATIONS,,2577-0187,"MATHEMATICS, APPLIED",SCIE,615,1.9,Q1,1.73,89.68%
SIAM REVIEW,https://www.siam.org/publications/siam-journals/siam-review/,SIAM REV,SIAM PUBLICATIONS,0036-1445,1095-7200,"MATHEMATICS, APPLIED",SCIE,"11,010",10.8,Q1,4.93,7.23%
SIMULATION MODELLING PRACTICE AND THEORY,https://www.sciencedirect.com/journal/simulation-modelling-practice-and-theory,SIMUL MODEL PRACT TH,ELSEVIER,1569-190X,1878-1462,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",SCIE,"4,046",3.5,Q1,1.03,9.82%
SLAVIC REVIEW,https://www.cambridge.org/core/journals/slavic-review,SLAVIC REV,CAMBRIDGE UNIV PRESS,0037-6779,2325-7784,AREA STUDIES,SSCI,"1,084",1.3,Q1,1.54,32%
SLEEP,https://www.sleepfoundation.org/,SLEEP,OXFORD UNIV PRESS INC,0161-8105,1550-9109,NEUROSCIENCES,SCIE,"28,733",5.3,Q1,1.35,28.81%
SLEEP MEDICINE,https://www.sciencedirect.com/journal/sleep-medicine,SLEEP MED,ELSEVIER,1389-9457,1878-5506,CLINICAL NEUROLOGY,SCIE,"16,759",3.8,Q1,1.28,19.19%
SLEEP MEDICINE REVIEWS,https://www.sciencedirect.com/journal/sleep-medicine-reviews,SLEEP MED REV,W B SAUNDERS CO LTD,1087-0792,1532-2955,NEUROSCIENCES,SCIE,"13,520",11.2,Q1,1.79,24.14%
SMALL BUSINESS ECONOMICS,https://link.springer.com/journal/11187,SMALL BUS ECON,SPRINGER,0921-898X,1573-0913,BUSINESS,SSCI,"13,843",6.5,Q1,1.5,49.79%
SOCIAL & CULTURAL GEOGRAPHY,https://www.tandfonline.com/journals/rscg20,SOC CULT GEOGR,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1464-9365,1470-1197,GEOGRAPHY,SSCI,"2,971",2.4,Q1,0.93,41.46%
SOCIAL & LEGAL STUDIES,https://journals.sagepub.com/home/SLS,SOC LEGAL STUD,SAGE PUBLICATIONS LTD,0964-6639,1461-7390,LAW,SSCI,"1,251",1.4,Q1,1.53,60.48%
SOCIAL FORCES,https://academic.oup.com/sf,SOC FORCES,OXFORD UNIV PRESS INC,0037-7732,1534-7605,SOCIOLOGY,SSCI,"10,056",3.3,Q1,1.51,18.62%
SOCIAL HISTORY,https://socialhistoryportal.org/,SOC HIST,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0307-1022,1470-1200,HISTORY,AHCI,540,1.1,Q1,3.11,50.98%
SOCIAL HISTORY OF MEDICINE,https://academic.oup.com/shm,SOC HIST MED,OXFORD UNIV PRESS,0951-631X,1477-4666,HISTORY,AHCI,766,0.6,Q1,1.43,37.58%
SOCIAL INDICATORS RESEARCH,https://link.springer.com/journal/11205,SOC INDIC RES,SPRINGER,0303-8300,1573-0921,"SOCIAL SCIENCES, INTERDISCIPLINARY",SSCI,"15,047",2.8,Q1,1.47,39.79%
SOCIAL NETWORKS,https://www.sciencedirect.com/journal/social-networks,SOC NETWORKS,ELSEVIER,0378-8733,1879-2111,SOCIOLOGY,SSCI,"6,795",2.9,Q1,1.89,31.67%
SOCIAL POLICY & ADMINISTRATION,https://onlinelibrary.wiley.com/journal/14679515,SOC POLICY ADMIN,WILEY,0144-5596,1467-9515,SOCIAL ISSUES,SSCI,"2,362",2.6,Q1,1.12,55.92%
SOCIAL PROBLEMS,https://academic.oup.com/socpro,SOC PROBL,OXFORD UNIV PRESS INC,0037-7791,1533-8533,SOCIOLOGY,SSCI,"5,764",3,Q1,1.86,6.36%
SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,https://link.springer.com/journal/127,SOC PSYCH PSYCH EPID,SPRINGER HEIDELBERG,0933-7954,1433-9285,PSYCHIATRY,SCIE,"11,925",3.6,Q1,0.99,50.87%
SOCIAL SCIENCE & MEDICINE,https://www.sciencedirect.com/journal/social-science-and-medicine,SOC SCI MED,PERGAMON-ELSEVIER SCIENCE LTD,0277-9536,1873-5347,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",SCIE,"54,548",4.9,Q1,1.67,37.04%
SOCIAL SCIENCE COMPUTER REVIEW,https://journals.sagepub.com/home/ssc,SOC SCI COMPUT REV,SAGE PUBLICATIONS INC,0894-4393,1552-8286,"SOCIAL SCIENCES, INTERDISCIPLINARY",SSCI,"3,340",3,Q1,1.12,20.94%
SOCIAL SCIENCE HISTORY,https://www.cambridge.org/core/journals/social-science-history,SOC SCI HIST,SOC VAUDOISE SCIENCES NATURELLES,0145-5532,1527-8034,HISTORY,AHCI,781,0.5,Q1,1.48,43.69%
SOCIAL SCIENCE INFORMATION SUR LES SCIENCES SOCIALES,https://journals.sagepub.com/home/ssi,SOC SCI INFORM,SAGE PUBLICATIONS LTD,0539-0184,1461-7412,"SOCIAL SCIENCES, INTERDISCIPLINARY",SSCI,"1,896",1.9,Q1,0.59,39.47%
SOCIAL SCIENCE RESEARCH,https://www.sciencedirect.com/journal/social-science-research,SOC SCI RES,ACADEMIC PRESS INC ELSEVIER SCIENCE,0049-089X,1096-0317,SOCIOLOGY,SSCI,"6,443",3.2,Q1,1.36,21.34%
SOCIAL STUDIES OF SCIENCE,https://journals.sagepub.com/home/sss,SOC STUD SCI,SAGE PUBLICATIONS LTD,0306-3127,1460-3659,HISTORY & PHILOSOPHY OF SCIENCE,AHCI,"4,599",2.9,Q1,2.26,54.62%
SOCIAL WORK,https://www.socialworkers.org/,SOC WORK,OXFORD UNIV PRESS INC,0037-8046,1545-6846,SOCIAL WORK,SSCI,"2,423",2.3,Q1,1.13,0%
SOCIAL WORK IN HEALTH CARE,https://www.tandfonline.com/journals/wshc20,SOC WORK HEALTH CARE,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0098-1389,1541-034X,SOCIAL WORK,SSCI,"1,536",2.1,Q1,1.05,3.96%
SOCIO-ECONOMIC PLANNING SCIENCES,https://www.sciencedirect.com/journal/socio-economic-planning-sciences,SOCIO-ECON PLAN SCI,ELSEVIER SCIENCE INC,0038-0121,1873-6041,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,SCIE,"5,526",6.2,Q1,1.88,16.23%
SOCIOLOGIA RURALIS,https://onlinelibrary.wiley.com/journal/14679523,SOCIOL RURALIS,WILEY,0038-0199,1467-9523,SOCIOLOGY,SSCI,"2,670",3.2,Q1,1.61,62.81%
SOCIOLOGICAL METHODS & RESEARCH,https://journals.sagepub.com/home/smr,SOCIOL METHOD RES,SAGE PUBLICATIONS INC,0049-1241,1552-8294,"SOCIAL SCIENCES, MATHEMATICAL METHODS",SSCI,"7,645",6.5,Q1,2.97,21.43%
SOCIOLOGICAL THEORY,https://journals.sagepub.com/home/stx,SOCIOL THEOR,SAGE PUBLICATIONS INC,0735-2751,1467-9558,SOCIOLOGY,SSCI,"3,710",4.1,Q1,2.31,14.89%
SOCIOLOGY OF EDUCATION,https://journals.sagepub.com/home/soe,SOCIOL EDUC,SAGE PUBLICATIONS INC,0038-0407,1939-8573,SOCIOLOGY,SSCI,"3,310",3.3,Q1,1.8,25.45%
SOCIOLOGY OF HEALTH & ILLNESS,https://onlinelibrary.wiley.com/journal/14679566,SOCIOL HEALTH ILL,WILEY,0141-9889,1467-9566,SOCIOLOGY,SSCI,"5,408",2.7,Q1,1.06,50%
SOCIOLOGY OF RELIGION,https://sociologyofreligion.org/,SOCIOL RELIG,OXFORD UNIV PRESS INC,1069-4404,1759-8818,SOCIOLOGY,SSCI,"1,429",2.4,Q1,3,20.59%
SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,https://www.britsoc.co.uk/publications/sociology-journal/,SOCIOLOGY,SAGE PUBLICATIONS LTD,0038-0385,1469-8684,SOCIOLOGY,SSCI,"6,841",2.4,Q1,1.18,65.07%
SOIL & TILLAGE RESEARCH,https://www.sciencedirect.com/journal/soil-and-tillage-research,SOIL TILL RES,ELSEVIER,0167-1987,1879-3444,SOIL SCIENCE,SCIE,"22,864",6.1,Q1,1.52,10.63%
SOIL BIOLOGY & BIOCHEMISTRY,https://www.sciencedirect.com/journal/soil-biology-and-biochemistry,SOIL BIOL BIOCHEM,PERGAMON-ELSEVIER SCIENCE LTD,0038-0717,1879-3428,SOIL SCIENCE,SCIE,"55,117",9.8,Q1,2.29,21.05%
SOIL DYNAMICS AND EARTHQUAKE ENGINEERING,https://www.sciencedirect.com/journal/soil-dynamics-and-earthquake-engineering,SOIL DYN EARTHQ ENG,ELSEVIER SCI LTD,0267-7261,1879-341X,"ENGINEERING, GEOLOGICAL",SCIE,"21,158",4.2,Q1,1.11,6.48%
SOIL USE AND MANAGEMENT,https://bsssjournals.onlinelibrary.wiley.com/journal/14752743,SOIL USE MANAGE,WILEY,0266-0032,1475-2743,SOIL SCIENCE,SCIE,"4,481",5,Q1,0.75,25.62%
SOLAR ENERGY MATERIALS AND SOLAR CELLS,https://www.sciencedirect.com/journal/solar-energy-materials-and-solar-cells,SOL ENERG MAT SOL C,ELSEVIER,0927-0248,1879-3398,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"34,252",6.3,Q1,1.27,11.87%
SOUTH AFRICAN HISTORICAL JOURNAL,https://www.tandfonline.com/journals/rshj20,S AFR HIST J,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0258-2473,1726-1686,HISTORY,AHCI,336,0.4,Q1,1.25,11.11%
SOUTH ASIA-JOURNAL OF SOUTH ASIAN STUDIES,https://www.tandfonline.com/journals/csas20,S ASIA,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0085-6401,1479-0270,HISTORY,SSCI,835,0.5,Q1,1.65,16.04%
SOUTH ATLANTIC QUARTERLY,https://www.dukeupress.edu/south-atlantic-quarterly,S ATL Q,DUKE UNIV PRESS,0038-2876,1527-8026,CULTURAL STUDIES,AHCI,"1,807",2.1,Q1,10.53,0%
SOUTHERN CULTURES,https://www.southerncultures.org/,SOUTH CULT,UNIV NORTH CAROLINA PRESS,1068-8218,1534-1488,HISTORY,AHCI,164,0.4,Q1,0.88,0%
SPACE POLICY,https://www.space.commerce.gov/policy/national-space-policy/,SPACE POLICY,ELSEVIER SCI LTD,0265-9646,1879-338X,"SOCIAL SCIENCES, INTERDISCIPLINARY",SSCI,660,2,Q1,0.87,13.64%
SPACE SCIENCE REVIEWS,https://link.springer.com/journal/11214,SPACE SCI REV,SPRINGER,0038-6308,1572-9672,ASTRONOMY & ASTROPHYSICS,SCIE,"16,646",9.1,Q1,1.2,74.11%
SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS,https://agupubs.onlinelibrary.wiley.com/journal/15427390,SPACE WEATHER,AMER GEOPHYSICAL UNION,,1542-7390,GEOCHEMISTRY & GEOPHYSICS,SCIE,"4,941",3.8,Q1,0.9,81.10%
SPE JOURNAL,https://www.spe.org/publications/spe-journal/,SPE J,SOC PETROLEUM ENG,1086-055X,1930-0220,"ENGINEERING, PETROLEUM",SCIE,"9,733",3.2,Q1,1.08,0.29%
SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY,https://www.sciencedirect.com/journal/spectrochimica-acta-part-a-molecular-and-biomolecular-spectroscopy,SPECTROCHIM ACTA A,PERGAMON-ELSEVIER SCIENCE LTD,1386-1425,1873-3557,SPECTROSCOPY,SCIE,"48,195",4.3,Q1,1.79,3.54%
SPECTROCHIMICA ACTA PART B-ATOMIC SPECTROSCOPY,https://www.sciencedirect.com/journal/spectrochimica-acta-part-b-atomic-spectroscopy,SPECTROCHIM ACTA B,PERGAMON-ELSEVIER SCIENCE LTD,0584-8547,1873-3565,SPECTROSCOPY,SCIE,"8,193",3.2,Q1,1.26,14.51%
SPINAL CORD,https://www.nature.com/sc/,SPINAL CORD,SPRINGERNATURE,1362-4393,1476-5624,REHABILITATION,SCIE,"7,549",2.1,Q1,0.82,19.83%
SPINE,http://esotericsoftware.com/,SPINE,LIPPINCOTT WILLIAMS & WILKINS,0362-2436,1528-1159,ORTHOPEDICS,SCIE,"44,886",2.7,Q1,1.14,7.77%
SPORT EDUCATION AND SOCIETY,https://www.tandfonline.com/journals/cses20,SPORT EDUC SOC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1357-3322,1470-1243,EDUCATION & EDUCATIONAL RESEARCH,SSCI,"2,799",2.3,Q1,1.02,34.82%
SPORTS MEDICINE,https://www.acsm.org/,SPORTS MED,ADIS INT LTD,0112-1642,1179-2035,SPORT SCIENCES,SCIE,"25,758",9.3,Q1,2.25,48.05%
SSM-Mental Health,https://www.sciencedirect.com/journal/ssm-mental-health,SSM-MENT HEALTH,ELSEVIER,2666-5603,2666-5603,PSYCHIATRY,ESCI,403,4.1,Q1,0.53,90.66%
SSM-Population Health,https://www.sciencedirect.com/journal/ssm-population-health,SSM-POPUL HLTH,ELSEVIER SCI LTD,2352-8273,2352-8273,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",SCIE,"5,109",3.6,Q1,1.1,94.35%
STANFORD LAW REVIEW,https://www.stanfordlawreview.org/,STANFORD LAW REV,"STANFORD UNIV, STANFORD LAW SCHOOL",0038-9765,,LAW,SSCI,"2,936",4.2,Q1,4.11,0%
STATISTICAL METHODS IN MEDICAL RESEARCH,https://journals.sagepub.com/home/SMM,STAT METHODS MED RES,SAGE PUBLICATIONS LTD,0962-2802,1477-0334,STATISTICS & PROBABILITY,SCIE,"7,599",1.6,Q1,0.67,23.88%
STATISTICAL SCIENCE,https://imstat.org/journals-and-publications/statistical-science/,STAT SCI,INST MATHEMATICAL STATISTICS-IMS,0883-4237,2168-8745,STATISTICS & PROBABILITY,SCIE,"8,096",3.9,Q1,2.15,4.55%
STATISTICS AND COMPUTING,https://link.springer.com/journal/11222,STAT COMPUT,SPRINGER,0960-3174,1573-1375,STATISTICS & PROBABILITY,SCIE,"6,489",1.6,Q1,0.73,48.80%
STATISTICS IN MEDICINE,https://www.wiley.com/Statistics+in+Medicine-p-10970258,STAT MED,WILEY,0277-6715,1097-0258,STATISTICS & PROBABILITY,SCIE,"31,855",1.8,Q1,0.58,25.84%
STEEL AND COMPOSITE STRUCTURES,http://www.techno-press.org/?subpage=5&journal=scs,STEEL COMPOS STRUCT,TECHNO-PRESS,1229-9367,1598-6233,"ENGINEERING, CIVIL",SCIE,"6,327",4,Q1,0.9,0%
STEM CELLS,https://stemcells.nih.gov/,STEM CELLS,OXFORD UNIV PRESS,1066-5099,1549-4918,HEMATOLOGY,SCIE,"16,730",4,Q1,0.92,30.41%
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,https://link.springer.com/journal/477,STOCH ENV RES RISK A,SPRINGER,1436-3240,1436-3259,STATISTICS & PROBABILITY,SCIE,"6,451",3.9,Q1,1.06,16.13%
STRATEGIC MANAGEMENT JOURNAL,https://onlinelibrary.wiley.com/journal/10970266,STRATEGIC MANAGE J,WILEY,0143-2095,1097-0266,BUSINESS,SSCI,"44,943",6.5,Q1,1.56,35.38%
STRESS AND HEALTH,https://onlinelibrary.wiley.com/page/journal/15322998/homepage/productinformation.html,STRESS HEALTH,WILEY,1532-3005,1532-2998,PSYCHOLOGY,SCIE,"3,823",3.1,Q1,0.99,32.90%
STROKE,https://www.stroke.org/en/,STROKE,LIPPINCOTT WILLIAMS & WILKINS,0039-2499,1524-4628,PERIPHERAL VASCULAR DISEASE,SCIE,"72,325",7.9,Q1,2.14,13.37%
STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,https://link.springer.com/journal/158,STRUCT MULTIDISCIP O,SPRINGER,1615-147X,1615-1488,MECHANICS,SCIE,"15,057",3.6,Q1,0.97,18.06%
STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL,https://www.tandfonline.com/toc/hsem20/current,STRUCT EQU MODELING,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1070-5511,1532-8007,"SOCIAL SCIENCES, MATHEMATICAL METHODS",SSCI,"20,012",2.5,Q1,1.36,23.18%
STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL,https://journals.sagepub.com/home/SHM,STRUCT HEALTH MONIT,SAGE PUBLICATIONS LTD,1475-9217,1741-3168,"ENGINEERING, MULTIDISCIPLINARY",SCIE,"8,941",5.7,Q1,1.63,8.33%
STRUCTURAL SAFETY,https://www.sciencedirect.com/journal/structural-safet,STRUCT SAF,ELSEVIER,0167-4730,1879-3355,"ENGINEERING, CIVIL",SCIE,"6,700",5.7,Q1,1.28,12.12%
STRUCTURE,https://structure.io/?srsltid=AfmBOoqaEgkWMUAfyeTekxbbe8q6X-oX0mt01miToTfxrGwrEaN8fhA3,STRUCTURE,CELL PRESS,0969-2126,1878-4186,BIOPHYSICS,SCIE,"14,151",4.4,Q1,1.15,28.24%
STUDIES IN APPLIED MATHEMATICS,https://onlinelibrary.wiley.com/journal/14679590,STUD APPL MATH,WILEY,0022-2526,1467-9590,"MATHEMATICS, APPLIED",SCIE,"2,459",2.6,Q1,1.36,18.96%
STUDIES IN HIGHER EDUCATION,https://www.tandfonline.com/journals/cshe20,STUD HIGH EDUC,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",0307-5079,1470-174X,EDUCATION & EDUCATIONAL RESEARCH,SSCI,"9,395",3.7,Q1,2.12,33.75%
STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,https://www.sciencedirect.com/journal/studies-in-history-and-philosophy-of-science,STUD HIST PHILOS SCI,ELSEVIER SCI LTD,0039-3681,1879-2510,HISTORY & PHILOSOPHY OF SCIENCE,AHCI,"1,905",1.4,Q1,1.28,25.93%
STUDIES IN MYCOLOGY,https://www.studiesinmycology.org/,STUD MYCOL,WESTERDIJK FUNGAL BIODIVERSITY INST,0166-0616,1872-9797,MYCOLOGY,SCIE,"4,581",14.1,Q1,4.92,47.06%
STUDIES IN SECOND LANGUAGE ACQUISITION,https://www.cambridge.org/core/journals/studies-in-second-language-acquisition,STUD SECOND LANG ACQ,CAMBRIDGE UNIV PRESS,0272-2631,1470-1545,LINGUISTICS,SSCI,"3,814",4.2,Q1,2.77,50.26%
SUICIDE AND LIFE-THREATENING BEHAVIOR,https://lifelinechina.org/,SUICIDE LIFE-THREAT,WILEY,0363-0234,1943-278X,"PSYCHOLOGY, MULTIDISCIPLINARY",SSCI,"5,217",2.7,Q1,0.89,18.93%
SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,https://www.emeraldgrouppublishing.com/journal/scm,SUPPLY CHAIN MANAG,EMERALD GROUP PUBLISHING LTD,1359-8546,1758-6852,BUSINESS,SSCI,"7,473",7.9,Q1,1.63,12.73%
SUPPORTIVE CARE IN CANCER,https://link.springer.com/journal/520,SUPPORT CARE CANCER,SPRINGER,0941-4355,1433-7339,REHABILITATION,SCIE,"21,390",2.8,Q1,0.96,27.87%
SURFACE & COATINGS TECHNOLOGY,https://www.sciencedirect.com/journal/surface-and-coatings-technology,SURF COAT TECH,ELSEVIER SCIENCE SA,0257-8972,1879-3347,"MATERIALS SCIENCE, COATINGS & FILMS",SCIE,"64,109",5.4,Q1,1.14,7.63%
SURFACE SCIENCE REPORTS,https://www.letpub.com/index.php?journalid=7700&page=journalapp_jp2024&view=detail,SURF SCI REP,ELSEVIER,0167-5729,1879-274X,"PHYSICS, CONDENSED MATTER",SCIE,"3,567",8.2,Q1,0.45,41.18%
SURGERY,https://www.surgjournal.com/,SURGERY,MOSBY-ELSEVIER,0039-6060,,SURGERY,SCIE,"22,018",3.2,Q1,1.53,9.90%
SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,https://link.springer.com/journal/464,SURG ENDOSC,SPRINGER,0930-2794,1432-2218,SURGERY,SCIE,"28,396",2.4,Q1,1.23,19.57%
SURVEY OF OPHTHALMOLOGY,https://www.surveyophthalmol.com/,SURV OPHTHALMOL,ELSEVIER SCIENCE INC,0039-6257,1879-3304,OPHTHALMOLOGY,SCIE,"7,214",5.2,Q1,1.39,12.06%
SURVEYS IN GEOPHYSICS,https://link.springer.com/journal/10712,SURV GEOPHYS,SPRINGER,0169-3298,1573-0956,GEOCHEMISTRY & GEOPHYSICS,SCIE,"4,597",4.9,Q1,1.09,37.87%
SUSTAINABLE DEVELOPMENT,https://sdgs.un.org/,SUSTAIN DEV,WILEY,0968-0802,1099-1719,REGIONAL & URBAN PLANNING,SSCI,"9,688",9.9,Q1,2.4,30.24%
SYNTHESE,https://link.springer.com/journal/11229,SYNTHESE,SPRINGER,0039-7857,1573-0964,HISTORY & PHILOSOPHY OF SCIENCE,AHCI,"8,135",1.3,Q1,1.97,43.14%
SYSTEM,https://system1990.com/?srsltid=AfmBOoqnGMqZLIGqIu0wS98_dSYAoSOfL1wHLPyR7sYJlpJvSWINbs2b,SYSTEM,ELSEVIER SCI LTD,0346-251X,1879-3282,EDUCATION & EDUCATIONAL RESEARCH,SSCI,"7,321",4.9,Q1,3.08,17%
SYSTEMATIC ENTOMOLOGY,https://resjournals.onlinelibrary.wiley.com/journal/13653113,SYST ENTOMOL,WILEY,0307-6970,1365-3113,ENTOMOLOGY,SCIE,"3,138",4.7,Q1,1.83,28.99%
Safety and Health at Work,https://www.ilo.org/topics-and-sectors/safety-and-health-work,SAF HEALTH WORK-KR,ELSEVIER,2093-7911,2093-7997,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",SCIE,"2,117",3.5,Q1,0.86,94.61%
Satellite Navigation,https://satellite-navigation.springeropen.com/,SATELLITE NAVIG,SPRINGERNATURE,2662-9291,2662-1363,TELECOMMUNICATIONS,SCIE,834,9,Q1,2.1,100%
Scandinavian Actuarial Journal,https://www.tandfonline.com/journals/sact20,SCAND ACTUAR J,TAYLOR & FRANCIS LTD,0346-1238,1651-2030,STATISTICS & PROBABILITY,SCIE,"1,023",1.6,Q1,0.66,19.84%
Scandinavian Journal of Hospitality and Tourism,https://www.tandfonline.com/toc/sjht20/current,SCAND J HOSP TOUR,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1502-2250,1502-2269,SOCIOLOGY,SSCI,"1,341",3.1,Q1,1.21,56.45%
Scandinavian Journal of Surgery,https://journals.sagepub.com/home/sjs,SCAND J SURG,SAGE PUBLICATIONS LTD,1457-4969,1799-7267,SURGERY,SCIE,"1,458",2.5,Q1,0.85,66.07%
Scandinavian Journal of Trauma Resuscitation & Emergency Medicine,https://sjtrem.biomedcentral.com/,SCAND J TRAUMA RESUS,BMC,1757-7241,1757-7241,EMERGENCY MEDICINE,SCIE,"3,760",3,Q1,1.38,100%
Schizophrenia Research,https://www.sciencedirect.com/journal/schizophrenia-research,SCHIZOPHR RES,ELSEVIER,0920-9964,1573-2509,PSYCHIATRY,SCIE,"21,518",3.6,Q1,1,25.47%
Schizophrenia Research and Treatment,https://onlinelibrary.wiley.com/journal/8604,SCHIZOPHR RES TREAT,HINDAWI LTD,2090-2085,2090-2093,PSYCHIATRY,ESCI,255,3.6,Q1,0.52,100%
School Leadership & Management,https://www.tandfonline.com/journals/cslm20,SCH LEADERSH MANAG,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",1363-2434,1364-2626,EDUCATION & EDUCATIONAL RESEARCH,ESCI,"1,275",2.8,Q1,1.36,26.58%
